CPUs: 192
Tuning rounds (3x grid): [16, 11, 17]
  [ 19584/150000] 13%  242s  ETA 1615s  best=73.8
  [ 19968/150000] 13%  247s  ETA 1608s  best=73.8
  [ 20352/150000] 14%  251s  ETA 1601s  best=73.8
  [ 20736/150000] 14%  256s  ETA 1594s  best=73.8
  [ 21120/150000] 14%  260s  ETA 1588s  best=73.8
  [ 21504/150000] 14%  264s  ETA 1580s  best=73.9
  [ 21888/150000] 15%  269s  ETA 1575s  best=73.9
  [ 22272/150000] 15%  274s  ETA 1569s  best=73.9
  [ 22656/150000] 15%  278s  ETA 1563s  best=73.9
  [ 23040/150000] 15%  282s  ETA 1556s  best=73.9
  [ 23424/150000] 16%  287s  ETA 1551s  best=73.9
  [ 23808/150000] 16%  291s  ETA 1544s  best=73.9
  [ 24192/150000] 16%  296s  ETA 1538s  best=74.1
  [ 24576/150000] 16%  300s  ETA 1533s  best=74.1
  [ 24960/150000] 17%  305s  ETA 1526s  best=74.1
  [ 25344/150000] 17%  309s  ETA 1521s  best=74.1
  [ 25728/150000] 17%  313s  ETA 1514s  best=74.1
  [ 26112/150000] 17%  318s  ETA 1508s  best=74.1
  [ 26496/150000] 18%  322s  ETA 1502s  best=74.1
  [ 26880/150000] 18%  327s  ETA 1496s  best=74.1
  [ 27264/150000] 18%  331s  ETA 1491s  best=74.1
  [ 27648/150000] 18%  335s  ETA 1484s  best=74.1
  [ 28032/150000] 19%  340s  ETA 1480s  best=74.1
  [ 28416/150000] 19%  344s  ETA 1474s  best=74.1
  [ 28800/150000] 19%  349s  ETA 1468s  best=74.1
  [ 29184/150000] 19%  353s  ETA 1463s  best=74.1
  [ 29568/150000] 20%  358s  ETA 1458s  best=74.1
  [ 29952/150000] 20%  362s  ETA 1452s  best=74.1
  [ 30336/150000] 20%  367s  ETA 1446s  best=74.1
  [ 30720/150000] 20%  371s  ETA 1440s  best=74.1
  [ 31104/150000] 21%  375s  ETA 1435s  best=74.1
  [ 31488/150000] 21%  380s  ETA 1430s  best=74.1
  [ 31872/150000] 21%  384s  ETA 1424s  best=74.1
  [ 32256/150000] 22%  389s  ETA 1420s  best=74.1
  [ 32640/150000] 22%  393s  ETA 1414s  best=74.1
  [ 33024/150000] 22%  398s  ETA 1409s  best=74.1
  [ 33408/150000] 22%  402s  ETA 1404s  best=74.1
  [ 33792/150000] 23%  407s  ETA 1399s  best=74.1
  [ 34176/150000] 23%  411s  ETA 1393s  best=74.1
  [ 34560/150000] 23%  416s  ETA 1389s  best=74.1
  [ 34944/150000] 23%  420s  ETA 1383s  best=74.1
  [ 35328/150000] 24%  424s  ETA 1377s  best=74.1
  [ 35712/150000] 24%  429s  ETA 1372s  best=74.1
  [ 36096/150000] 24%  433s  ETA 1367s  best=74.1
  [ 36480/150000] 24%  438s  ETA 1362s  best=74.1
  [ 36864/150000] 25%  442s  ETA 1357s  best=74.1
  [ 37248/150000] 25%  446s  ETA 1351s  best=74.1
  [ 37632/150000] 25%  451s  ETA 1347s  best=74.1
  [ 38016/150000] 25%  455s  ETA 1341s  best=74.1
  [ 38400/150000] 26%  460s  ETA 1337s  best=74.1
  [ 38784/150000] 26%  464s  ETA 1332s  best=74.1
  [ 39168/150000] 26%  469s  ETA 1327s  best=74.1
  [ 39552/150000] 26%  473s  ETA 1322s  best=74.1
  [ 39936/150000] 27%  478s  ETA 1317s  best=74.1
  [ 40320/150000] 27%  482s  ETA 1312s  best=74.1
  [ 40704/150000] 27%  487s  ETA 1307s  best=74.1
  [ 41088/150000] 27%  491s  ETA 1302s  best=74.1
  [ 41472/150000] 28%  496s  ETA 1297s  best=74.1
  [ 41856/150000] 28%  500s  ETA 1292s  best=74.1
  [ 42240/150000] 28%  505s  ETA 1288s  best=74.1
  [ 42624/150000] 28%  509s  ETA 1283s  best=74.1
  [ 43008/150000] 29%  514s  ETA 1278s  best=74.1
  [ 43392/150000] 29%  518s  ETA 1273s  best=74.1
  [ 43776/150000] 29%  523s  ETA 1268s  best=74.1
  [ 44160/150000] 29%  527s  ETA 1263s  best=74.1
  [ 44544/150000] 30%  532s  ETA 1258s  best=74.1
  [ 44928/150000] 30%  536s  ETA 1254s  best=74.1
  [ 45312/150000] 30%  540s  ETA 1248s  best=74.1
  [ 45696/150000] 30%  545s  ETA 1243s  best=74.1
  [ 46080/150000] 31%  549s  ETA 1239s  best=74.1
  [ 46464/150000] 31%  554s  ETA 1234s  best=74.1
  [ 46848/150000] 31%  558s  ETA 1229s  best=74.1
  [ 47232/150000] 31%  563s  ETA 1224s  best=74.1
  [ 47616/150000] 32%  567s  ETA 1219s  best=74.1
  [ 48000/150000] 32%  571s  ETA 1214s  best=74.1
  [ 48384/150000] 32%  576s  ETA 1209s  best=74.1
  [ 48768/150000] 33%  580s  ETA 1205s  best=74.1
  [ 49152/150000] 33%  585s  ETA 1200s  best=74.1
  [ 49536/150000] 33%  589s  ETA 1195s  best=74.1
  [ 49920/150000] 33%  594s  ETA 1190s  best=74.1
  [ 50304/150000] 34%  598s  ETA 1185s  best=74.1
  [ 50688/150000] 34%  603s  ETA 1181s  best=74.1
  [ 51072/150000] 34%  607s  ETA 1176s  best=74.1
  [ 51456/150000] 34%  611s  ETA 1171s  best=74.1
  [ 51840/150000] 35%  616s  ETA 1166s  best=74.1
  [ 52224/150000] 35%  620s  ETA 1162s  best=74.1
  [ 52608/150000] 35%  625s  ETA 1157s  best=74.1
  [ 52992/150000] 35%  629s  ETA 1152s  best=74.1
  [ 53376/150000] 36%  634s  ETA 1148s  best=74.1
  [ 53760/150000] 36%  639s  ETA 1143s  best=74.1
  [ 54144/150000] 36%  643s  ETA 1138s  best=74.1
  [ 54528/150000] 36%  647s  ETA 1133s  best=74.1
  [ 54912/150000] 37%  652s  ETA 1129s  best=74.1
  [ 55296/150000] 37%  656s  ETA 1124s  best=74.1
  [ 55680/150000] 37%  661s  ETA 1119s  best=74.1
  [ 56064/150000] 37%  665s  ETA 1115s  best=74.1
  [ 56448/150000] 38%  670s  ETA 1110s  best=74.1
  [ 56832/150000] 38%  674s  ETA 1105s  best=74.1
  [ 57216/150000] 38%  678s  ETA 1100s  best=74.1
  [ 57600/150000] 38%  683s  ETA 1096s  best=74.1
  [ 57984/150000] 39%  688s  ETA 1091s  best=74.1
  [ 58368/150000] 39%  692s  ETA 1086s  best=74.1
  [ 58752/150000] 39%  696s  ETA 1082s  best=74.1
  [ 59136/150000] 39%  701s  ETA 1077s  best=74.1
  [ 59520/150000] 40%  705s  ETA 1072s  best=74.1
  [ 59904/150000] 40%  709s  ETA 1067s  best=74.1
  [ 60288/150000] 40%  714s  ETA 1062s  best=74.1
  [ 60672/150000] 40%  718s  ETA 1058s  best=74.1
  [ 61056/150000] 41%  723s  ETA 1053s  best=74.1
  [ 61440/150000] 41%  727s  ETA 1048s  best=74.1
  [ 61824/150000] 41%  732s  ETA 1043s  best=74.1
  [ 62208/150000] 41%  736s  ETA 1039s  best=74.1
  [ 62592/150000] 42%  741s  ETA 1034s  best=74.1
  [ 62976/150000] 42%  745s  ETA 1030s  best=74.1
  [ 63360/150000] 42%  750s  ETA 1025s  best=74.1
  [ 63744/150000] 42%  754s  ETA 1020s  best=74.1
  [ 64128/150000] 43%  758s  ETA 1016s  best=74.1
  [ 64512/150000] 43%  763s  ETA 1011s  best=74.1
  [ 64896/150000] 43%  767s  ETA 1006s  best=74.1
  [ 65280/150000] 44%  772s  ETA 1002s  best=74.1
  [ 65664/150000] 44%  776s  ETA 997s  best=74.1
  [ 66048/150000] 44%  781s  ETA 992s  best=74.1
  [ 66432/150000] 44%  785s  ETA 988s  best=74.1
  [ 66816/150000] 45%  790s  ETA 983s  best=74.1
  [ 67200/150000] 45%  794s  ETA 979s  best=74.1
  [ 67584/150000] 45%  798s  ETA 974s  best=74.1
  [ 67968/150000] 45%  803s  ETA 969s  best=74.1
  [ 68352/150000] 46%  807s  ETA 964s  best=74.1
  [ 68736/150000] 46%  812s  ETA 960s  best=74.1
  [ 69120/150000] 46%  816s  ETA 955s  best=74.1
  [ 69504/150000] 46%  821s  ETA 950s  best=74.1
  [ 69888/150000] 47%  825s  ETA 946s  best=74.1
  [ 70272/150000] 47%  829s  ETA 941s  best=74.1
  [ 70656/150000] 47%  834s  ETA 936s  best=74.1
  [ 71040/150000] 47%  838s  ETA 932s  best=74.1
  [ 71424/150000] 48%  842s  ETA 927s  best=74.1
  [ 71808/150000] 48%  847s  ETA 922s  best=74.1
  [ 72192/150000] 48%  852s  ETA 918s  best=74.1
  [ 72576/150000] 48%  856s  ETA 913s  best=74.1
  [ 72960/150000] 49%  861s  ETA 909s  best=74.1
  [ 73344/150000] 49%  865s  ETA 904s  best=74.1
  [ 73728/150000] 49%  870s  ETA 900s  best=74.1
  [ 74112/150000] 49%  874s  ETA 895s  best=74.1
  [ 74496/150000] 50%  879s  ETA 890s  best=74.1
  [ 74880/150000] 50%  883s  ETA 886s  best=74.1
  [ 75264/150000] 50%  887s  ETA 881s  best=74.1
  [ 75648/150000] 50%  892s  ETA 876s  best=74.1
  [ 76032/150000] 51%  896s  ETA 872s  best=74.1
  [ 76416/150000] 51%  901s  ETA 867s  best=74.1
  [ 76800/150000] 51%  905s  ETA 863s  best=74.1
  [ 77184/150000] 51%  910s  ETA 858s  best=74.1
  [ 77568/150000] 52%  914s  ETA 854s  best=74.1
  [ 77952/150000] 52%  919s  ETA 849s  best=74.1
  [ 78336/150000] 52%  923s  ETA 844s  best=74.1
  [ 78720/150000] 52%  927s  ETA 840s  best=74.1
  [ 79104/150000] 53%  932s  ETA 835s  best=74.1
  [ 79488/150000] 53%  936s  ETA 831s  best=74.1
  [ 79872/150000] 53%  941s  ETA 826s  best=74.1
  [ 80256/150000] 54%  945s  ETA 821s  best=74.1
  [ 80640/150000] 54%  950s  ETA 817s  best=74.1
  [ 81024/150000] 54%  954s  ETA 812s  best=74.1
  [ 81408/150000] 54%  958s  ETA 808s  best=74.1
  [ 81792/150000] 55%  963s  ETA 803s  best=74.1
  [ 82176/150000] 55%  967s  ETA 798s  best=74.1
  [ 82560/150000] 55%  972s  ETA 794s  best=74.1
  [ 82944/150000] 55%  976s  ETA 789s  best=74.1
  [ 83328/150000] 56%  981s  ETA 785s  best=74.1
  [ 83712/150000] 56%  985s  ETA 780s  best=74.1
  [ 84096/150000] 56%  989s  ETA 775s  best=74.1
  [ 84480/150000] 56%  994s  ETA 771s  best=74.1
  [ 84864/150000] 57%  998s  ETA 766s  best=74.1
  [ 85248/150000] 57%  1002s  ETA 761s  best=74.1
  [ 85632/150000] 57%  1007s  ETA 757s  best=74.1
  [ 86016/150000] 57%  1011s  ETA 752s  best=74.1
  [ 86400/150000] 58%  1016s  ETA 748s  best=74.1
  [ 86784/150000] 58%  1020s  ETA 743s  best=74.1
  [ 87168/150000] 58%  1024s  ETA 738s  best=74.1
  [ 87552/150000] 58%  1029s  ETA 734s  best=74.1
  [ 87936/150000] 59%  1033s  ETA 729s  best=74.1
  [ 88320/150000] 59%  1038s  ETA 725s  best=74.1
  [ 88704/150000] 59%  1042s  ETA 720s  best=74.1
  [ 89088/150000] 59%  1047s  ETA 716s  best=74.1
  [ 89472/150000] 60%  1051s  ETA 711s  best=74.1
  [ 89856/150000] 60%  1055s  ETA 706s  best=74.1
  [ 90240/150000] 60%  1060s  ETA 702s  best=74.1
  [ 90624/150000] 60%  1064s  ETA 697s  best=74.1
  [ 91008/150000] 61%  1069s  ETA 693s  best=74.1
  [ 91392/150000] 61%  1073s  ETA 688s  best=74.1
  [ 91776/150000] 61%  1078s  ETA 684s  best=74.1
  [ 92160/150000] 61%  1082s  ETA 679s  best=74.1
  [ 92544/150000] 62%  1086s  ETA 675s  best=74.1
  [ 92928/150000] 62%  1091s  ETA 670s  best=74.1
  [ 93312/150000] 62%  1095s  ETA 665s  best=74.1
  [ 93696/150000] 62%  1100s  ETA 661s  best=74.1
  [ 94080/150000] 63%  1104s  ETA 656s  best=74.1
  [ 94464/150000] 63%  1109s  ETA 652s  best=74.1
  [ 94848/150000] 63%  1113s  ETA 647s  best=74.1
  [ 95232/150000] 63%  1117s  ETA 643s  best=74.1
  [ 95616/150000] 64%  1122s  ETA 638s  best=74.1
  [ 96000/150000] 64%  1127s  ETA 634s  best=74.1
  [ 96384/150000] 64%  1131s  ETA 629s  best=74.1
  [ 96768/150000] 65%  1135s  ETA 625s  best=74.1
  [ 97152/150000] 65%  1140s  ETA 620s  best=74.1
  [ 97536/150000] 65%  1144s  ETA 615s  best=74.1
  [ 97920/150000] 65%  1148s  ETA 611s  best=74.1
  [ 98304/150000] 66%  1153s  ETA 606s  best=74.1
  [ 98688/150000] 66%  1157s  ETA 602s  best=74.1
  [ 99072/150000] 66%  1162s  ETA 597s  best=74.1
  [ 99456/150000] 66%  1166s  ETA 593s  best=74.1
  [ 99840/150000] 67%  1170s  ETA 588s  best=74.1
  [100224/150000] 67%  1175s  ETA 583s  best=74.1
  [100608/150000] 67%  1179s  ETA 579s  best=74.1
  [100992/150000] 67%  1184s  ETA 574s  best=74.1
  [101376/150000] 68%  1188s  ETA 570s  best=74.1
  [101760/150000] 68%  1192s  ETA 565s  best=74.1
  [102144/150000] 68%  1197s  ETA 561s  best=74.1
  [102528/150000] 68%  1201s  ETA 556s  best=74.1
  [102912/150000] 69%  1206s  ETA 552s  best=74.1
  [103296/150000] 69%  1210s  ETA 547s  best=74.1
  [103680/150000] 69%  1215s  ETA 543s  best=74.1
  [104064/150000] 69%  1219s  ETA 538s  best=74.1
  [104448/150000] 70%  1224s  ETA 534s  best=74.1
  [104832/150000] 70%  1228s  ETA 529s  best=74.1
  [105216/150000] 70%  1232s  ETA 525s  best=74.1
  [105600/150000] 70%  1237s  ETA 520s  best=74.1
  [105984/150000] 71%  1241s  ETA 516s  best=74.1
  [106368/150000] 71%  1246s  ETA 511s  best=74.1
  [106752/150000] 71%  1250s  ETA 506s  best=74.1
  [107136/150000] 71%  1255s  ETA 502s  best=74.1
  [107520/150000] 72%  1259s  ETA 497s  best=74.1
  [107904/150000] 72%  1264s  ETA 493s  best=74.1
  [108288/150000] 72%  1268s  ETA 488s  best=74.1
  [108672/150000] 72%  1272s  ETA 484s  best=74.1
  [109056/150000] 73%  1277s  ETA 479s  best=74.1
  [109440/150000] 73%  1281s  ETA 475s  best=74.1
  [109824/150000] 73%  1286s  ETA 470s  best=74.1
  [110208/150000] 73%  1290s  ETA 466s  best=74.1
  [110592/150000] 74%  1295s  ETA 461s  best=74.1
  [110976/150000] 74%  1299s  ETA 457s  best=74.1
  [111360/150000] 74%  1304s  ETA 452s  best=74.1
  [111744/150000] 74%  1308s  ETA 448s  best=74.1
  [112128/150000] 75%  1313s  ETA 443s  best=74.1
  [112512/150000] 75%  1317s  ETA 439s  best=74.1
  [112896/150000] 75%  1322s  ETA 434s  best=74.1
  [113280/150000] 76%  1326s  ETA 430s  best=74.1
  [113664/150000] 76%  1330s  ETA 425s  best=74.1
  [114048/150000] 76%  1335s  ETA 421s  best=74.1
  [114432/150000] 76%  1339s  ETA 416s  best=74.1
  [114816/150000] 77%  1344s  ETA 412s  best=74.1
  [115200/150000] 77%  1348s  ETA 407s  best=74.1
  [115584/150000] 77%  1353s  ETA 403s  best=74.1
  [115968/150000] 77%  1357s  ETA 398s  best=74.1
  [116352/150000] 78%  1361s  ETA 394s  best=74.1
  [116736/150000] 78%  1366s  ETA 389s  best=74.1
  [117120/150000] 78%  1370s  ETA 385s  best=74.1
  [117504/150000] 78%  1375s  ETA 380s  best=74.1
  [117888/150000] 79%  1379s  ETA 376s  best=74.1
  [118272/150000] 79%  1384s  ETA 371s  best=74.1
  [118656/150000] 79%  1388s  ETA 367s  best=74.1
  [119040/150000] 79%  1393s  ETA 362s  best=74.1
  [119424/150000] 80%  1397s  ETA 358s  best=74.1
  [119808/150000] 80%  1402s  ETA 353s  best=74.1
  [120192/150000] 80%  1406s  ETA 349s  best=74.1
  [120576/150000] 80%  1411s  ETA 344s  best=74.1
  [120960/150000] 81%  1415s  ETA 340s  best=74.1
  [121344/150000] 81%  1420s  ETA 335s  best=74.1
  [121728/150000] 81%  1424s  ETA 331s  best=74.1
  [122112/150000] 81%  1429s  ETA 326s  best=74.1
  [122496/150000] 82%  1433s  ETA 322s  best=74.1
  [122880/150000] 82%  1438s  ETA 317s  best=74.1
  [123264/150000] 82%  1442s  ETA 313s  best=74.1
  [123648/150000] 82%  1447s  ETA 308s  best=74.1
  [124032/150000] 83%  1451s  ETA 304s  best=74.1
  [124416/150000] 83%  1455s  ETA 299s  best=74.1
  [124800/150000] 83%  1460s  ETA 295s  best=74.1
  [125184/150000] 83%  1464s  ETA 290s  best=74.1
  [125568/150000] 84%  1469s  ETA 286s  best=74.1
  [125952/150000] 84%  1473s  ETA 281s  best=74.1
  [126336/150000] 84%  1478s  ETA 277s  best=74.1
  [126720/150000] 84%  1482s  ETA 272s  best=74.1
  [127104/150000] 85%  1487s  ETA 268s  best=74.1
  [127488/150000] 85%  1491s  ETA 263s  best=74.1
  [127872/150000] 85%  1495s  ETA 259s  best=74.1
  [128256/150000] 86%  1500s  ETA 254s  best=74.1
  [128640/150000] 86%  1504s  ETA 250s  best=74.1
  [129024/150000] 86%  1509s  ETA 245s  best=74.1
  [129408/150000] 86%  1513s  ETA 241s  best=74.1
  [129792/150000] 87%  1518s  ETA 236s  best=74.1
  [130176/150000] 87%  1522s  ETA 232s  best=74.1
  [130560/150000] 87%  1527s  ETA 227s  best=74.1
  [130944/150000] 87%  1531s  ETA 223s  best=74.1
  [131328/150000] 88%  1536s  ETA 218s  best=74.1
  [131712/150000] 88%  1540s  ETA 214s  best=74.1
  [132096/150000] 88%  1545s  ETA 209s  best=74.1
  [132480/150000] 88%  1549s  ETA 205s  best=74.1
  [132864/150000] 89%  1554s  ETA 200s  best=74.1
  [133248/150000] 89%  1558s  ETA 196s  best=74.1
  [133632/150000] 89%  1562s  ETA 191s  best=74.1
  [134016/150000] 89%  1567s  ETA 187s  best=74.1
  [134400/150000] 90%  1571s  ETA 182s  best=74.1
  [134784/150000] 90%  1576s  ETA 178s  best=74.1
  [135168/150000] 90%  1581s  ETA 173s  best=74.1
  [135552/150000] 90%  1585s  ETA 169s  best=74.1
  [135936/150000] 91%  1590s  ETA 164s  best=74.1
  [136320/150000] 91%  1594s  ETA 160s  best=74.1
  [136704/150000] 91%  1599s  ETA 155s  best=74.1
  [137088/150000] 91%  1603s  ETA 151s  best=74.1
  [137472/150000] 92%  1608s  ETA 146s  best=74.1
  [137856/150000] 92%  1612s  ETA 142s  best=74.1
  [138240/150000] 92%  1616s  ETA 138s  best=74.1
  [138624/150000] 92%  1621s  ETA 133s  best=74.1
  [139008/150000] 93%  1625s  ETA 129s  best=74.1
  [139392/150000] 93%  1630s  ETA 124s  best=74.1
  [139776/150000] 93%  1634s  ETA 120s  best=74.1
  [140160/150000] 93%  1639s  ETA 115s  best=74.1
  [140544/150000] 94%  1643s  ETA 111s  best=74.1
  [140928/150000] 94%  1648s  ETA 106s  best=74.1
  [141312/150000] 94%  1652s  ETA 102s  best=74.1
  [141696/150000] 94%  1657s  ETA 97s  best=74.1
  [142080/150000] 95%  1661s  ETA 93s  best=74.1
  [142464/150000] 95%  1666s  ETA 88s  best=74.1
  [142848/150000] 95%  1670s  ETA 84s  best=74.1
  [143232/150000] 95%  1675s  ETA 79s  best=74.1
  [143616/150000] 96%  1679s  ETA 75s  best=74.1
  [144000/150000] 96%  1683s  ETA 70s  best=74.1
  [144384/150000] 96%  1688s  ETA 66s  best=74.1
  [144768/150000] 97%  1692s  ETA 61s  best=74.1
  [145152/150000] 97%  1697s  ETA 57s  best=74.1
  [145536/150000] 97%  1701s  ETA 52s  best=74.1
  [145920/150000] 97%  1706s  ETA 48s  best=74.1
  [146304/150000] 98%  1710s  ETA 43s  best=74.1
  [146688/150000] 98%  1715s  ETA 39s  best=74.1
  [147072/150000] 98%  1719s  ETA 34s  best=74.1
  [147456/150000] 98%  1724s  ETA 30s  best=74.1
  [147840/150000] 99%  1728s  ETA 25s  best=74.1
  [148224/150000] 99%  1733s  ETA 21s  best=74.1
  [148608/150000] 99%  1738s  ETA 16s  best=74.1
  [148992/150000] 99%  1742s  ETA 12s  best=74.1
  [149376/150000] 100%  1747s  ETA 7s  best=74.1
  [149760/150000] 100%  1751s  ETA 3s  best=74.1
  [150000/150000] 100%  1755s  ETA 0s  best=74.1

Deep eval top 10 (500 MC)...
  [1/10] avg=88.7  seeds=['86.5', '88.8', '89.8', '88.3', '90.2']
  [2/10] avg=88.6  seeds=['86.4', '89.4', '89.5', '87.4', '90.5']
  [3/10] avg=88.0  seeds=['85.5', '89.1', '89.2', '86.6', '89.9']
  [4/10] avg=87.7  seeds=['85.6', '87.9', '88.7', '86.9', '89.4']
  [5/10] avg=87.7  seeds=['85.1', '88.7', '88.5', '86.0', '90.2']
  [6/10] avg=88.3  seeds=['86.1', '88.7', '89.0', '87.4', '90.5']
  [7/10] avg=87.7  seeds=['85.2', '88.7', '88.4', '86.0', '90.0']
  [8/10] avg=88.0  seeds=['85.8', '88.1', '88.7', '87.1', '90.2']
  [9/10] avg=87.6  seeds=['85.6', '88.0', '88.7', '86.6', '89.2']
  [10/10] avg=86.4  seeds=['84.3', '86.8', '87.3', '85.0', '88.5']

R16 BEST: 88.7
  death_base_rate=0.003
  death_food_factor=0.06
  food_base_regen=0.15
  food_competition=0.04
  food_forest_bonus=0.02
  food_pop_drain=0.08
  pop_growth_rate=0.06
  port_prob=0.12
  port_survival_bonus=0.01
  spawn_pop_threshold=0.7
  spawn_prob=0.12
R16: NEW BEST 88.7 (was 84.0)

============================================================
R11: settle_rate=0.250, 5 seeds
============================================================
150000 combos x 5 seeds x 30 MC (coarse)
  [   384/150000] 0%  9s  ETA 3409s  best=71.7
  [   768/150000] 1%  15s  ETA 2903s  best=71.9
  [  1152/150000] 1%  21s  ETA 2746s  best=71.9
  [  1536/150000] 1%  27s  ETA 2653s  best=71.9
  [  1920/150000] 1%  33s  ETA 2580s  best=72.2
  [  2304/150000] 2%  40s  ETA 2538s  best=72.2
  [  2688/150000] 2%  46s  ETA 2496s  best=72.2
  [  3072/150000] 2%  51s  ETA 2458s  best=72.2
  [  3456/150000] 2%  57s  ETA 2427s  best=72.2
  [  3840/150000] 3%  63s  ETA 2402s  best=72.2
  [  4224/150000] 3%  69s  ETA 2378s  best=72.2
  [  4608/150000] 3%  75s  ETA 2363s  best=72.2
  [  4992/150000] 3%  81s  ETA 2343s  best=72.2
  [  5376/150000] 4%  86s  ETA 2320s  best=72.2
  [  5760/150000] 4%  92s  ETA 2300s  best=72.2
  [  6144/150000] 4%  97s  ETA 2282s  best=72.2
  [  6528/150000] 4%  103s  ETA 2265s  best=72.2
  [  6912/150000] 5%  109s  ETA 2246s  best=72.2
  [  7296/150000] 5%  114s  ETA 2230s  best=72.2
  [  7680/150000] 5%  120s  ETA 2221s  best=72.2
  [  8064/150000] 5%  125s  ETA 2203s  best=72.2
  [  8448/150000] 6%  130s  ETA 2187s  best=72.2
  [  8832/150000] 6%  136s  ETA 2175s  best=72.2
  [  9216/150000] 6%  142s  ETA 2162s  best=72.2
  [  9600/150000] 6%  147s  ETA 2154s  best=72.2
  [  9984/150000] 7%  153s  ETA 2143s  best=72.2
  [ 10368/150000] 7%  159s  ETA 2135s  best=72.2
  [ 10752/150000] 7%  164s  ETA 2125s  best=72.2
  [ 11136/150000] 7%  170s  ETA 2116s  best=72.2
  [ 11520/150000] 8%  175s  ETA 2107s  best=72.2
  [ 11904/150000] 8%  181s  ETA 2097s  best=72.2
  [ 12288/150000] 8%  186s  ETA 2089s  best=72.2
  [ 12672/150000] 8%  192s  ETA 2079s  best=72.2
  [ 13056/150000] 9%  197s  ETA 2069s  best=72.2
  [ 13440/150000] 9%  203s  ETA 2060s  best=72.2
  [ 13824/150000] 9%  208s  ETA 2052s  best=72.2
  [ 14208/150000] 9%  214s  ETA 2044s  best=72.2
  [ 14592/150000] 10%  220s  ETA 2037s  best=72.2
  [ 14976/150000] 10%  225s  ETA 2028s  best=72.2
  [ 15360/150000] 10%  230s  ETA 2020s  best=72.2
  [ 15744/150000] 10%  236s  ETA 2011s  best=72.2
  [ 16128/150000] 11%  241s  ETA 2004s  best=72.2
  [ 16512/150000] 11%  247s  ETA 1996s  best=72.2
  [ 16896/150000] 11%  253s  ETA 1989s  best=72.2
  [ 17280/150000] 12%  258s  ETA 1982s  best=72.2
  [ 17664/150000] 12%  263s  ETA 1974s  best=72.2
